Date,$ * #,Invoice,Market Value,Image,Image name,Category,Item name,Brand,Status,Count,Unit price,Total Market Price,Original Price,eBay Price,Use For,Status,Expired date,Sold date,Reviews,Recommend,Comments,From,Link
"Tue, Oct 4, 2022",,,,,Screen Shot 2022-10-04 at 3.16.07 PM,Toys,Gold Foil Star Tent - Pillowfort™,Pillowfort™,Open Box,1,$70.00,$70.00,,,Sell,Waiting to sell,,,3.7,,,Target,https://www.target.com/p/gold-foil-star-tent-pillowfort-8482/-/A-80677723
,,,,,,,,,,,,0,,,,,,,,,,,
"Wed, Oct 5, 2022",4*6,$25.98,$248.02,,IMG_1886,,,,,,,0,,,,,,,,,,,
"Wed, Oct 5, 2022",,,,,Screen Shot 2022-10-05 at 3.47.00 PM,Beauty,Sweet Chef Beet + Retinol Nightly Firming Mask - Beet Root Extract + Smoothing Retinol Night Cream Mask - Vegan Overnight Face Mask with Squalane + Hyaluronic Acid (50ml / 1.69 fl oz),Sweet Chef,New,2,$22.93,$45.86,,,Sell,Waiting to sell,,,4.5,,,Amazon,https://www.amazon.com/dp/B091RVK35W/ref=cm_sw_r_api_i_G3FM8CMT69RT7G5SFA0S_0
"Wed, Oct 5, 2022",,,,,Screen Shot 2022-10-05 at 3.47.30 PM,Beauty,"Olay Vitamin C + Peptide 24 Facial Daily Brightening Peel, 1.7oz, Smooths and Hydrates, Gentle Daily Exfoliation",Olay,New,2,$14.41,$28.82,,,Sell,Waiting to sell,,,,,,Amazon,https://www.amazon.com/dp/B09LSKQ1HH/ref=cm_sw_r_api_i_73E5M7142R9QVH307N45_0
"Wed, Oct 5, 2022",,,,,Screen Shot 2022-10-05 at 4.04.00 PM,School & Office Suppilies,Five Star 5 Subject College Ruled Advance Spiral Notebook with Pocket Dividers,Five Star,New,1,$8.99,$8.99,,,Sell,Waiting to sell,,,4.6,,,Target,https://www.target.com/p/five-star-5-subject-college-ruled-advance-spiral-notebook-with-pocket-dividers-colors-may-vary/-/A-14046075
"Wed, Oct 5, 2022",,,,,Screen Shot 2022-10-05 at 4.04.00 PM,School & Office Suppilies,"1"" Notebinder Flex Quad Rule Black - Five Star",Five Star,New,1,$9.99,$9.99,,,Sell,Waiting to sell,,,4.8,,,Target,https://www.target.com/p/1-34-notebinder-flex-quad-rule-black-five-star/-/A-81626550
"Wed, Oct 5, 2022",,,,,Screen Shot 2022-10-05 at 5.01.55 PM,School & Office Suppilies,Five Star 3 Subject College Ruled Spiral Notebook (Colors May Vary),Five Star,New,1,$5.59,$5.59,,,Sell,Waiting to sell,,,4.7,,,Target,https://www.target.com/p/five-star-3-subject-college-ruled-spiral-notebook-colors-may-vary/-/A-13313593
"Wed, Oct 5, 2022",,,,,Screen Shot 2022-10-05 at 5.02.26 PM,School & Office Suppilies,"Five Star Advance Spiral Notebook, 1 Subject, College Ruled Paper, 100 Sheets, 11"" x 8-1/2"", Red (72164)",Five Star,New,1,$13.80,$13.80,,,Sell,Waiting to sell,,,4.7,,,Amazon,https://www.amazon.com/dp/B00X7NSPJA/ref=cm_sw_r_api_i_3MPFTRP3TKWFX5DKR2B7_0?th=1
"Wed, Oct 5, 2022",,,,,Screen Shot 2022-10-05 at 4.21.14 PM,Personal Care,Oral-B Floss Action Replacement Electric Toothbrush Head,Oral-B,New,1,$39.99,$39.99,,,Sell,Waiting to sell,,,4.6,,,Target,https://www.target.com/p/oral-b-floss-action-electric-toothbrush-replacement-brush-heads-4ct/-/A-16709289
"Wed, Oct 5, 2022",,,,,Screen Shot 2022-10-05 at 4.44.22 PM,Personal Care,TYMO Ring Hair Straightening Brush - HC 100R - Pink,TYMO,Open Box,1,$49.99,$49.99,,,Sell,Own used,,,4.5,,,Target,https://www.target.com/p/tymo-ring-hair-straightening-brush-hc-100r-pink/-/A-83773391
"Wed, Oct 5, 2022",,,,,Screen Shot 2022-10-05 at 4.41.24 PM,Kitchen & Dining,OXO POP 3pc Airtight Round Canister Set,OXO,New,1,$44.99,$44.99,,,Sell,Waiting to sell,,,4.8,,,Target,https://www.target.com/p/oxo-pop-3pc-airtight-round-canister-set/-/A-53248949
"Wed, Oct 5, 2022",,,,,Screen Shot 2022-10-05 at 4.56.23 PM,Home,"60""x40"" 6lbs Waterproof Removable Cover Weighted Blanket - Pillowfort™",Pillowfort™,New,1,$40.00,$40.00,,,Adam,Own used,,,4.5,,Sold out,Target,
,,,,,,,,,,,,0,,,,,,,,,,,
"Thu, Oct 6, 2022",2*6,$12.99,$141.66,,IMG_1887,,,,,,,0,,,,,,,,,,,
"Thu, Oct 6, 2022",,,,,Screen Shot 2022-10-06 at 5.01.02 PM,"Clothing, Shoes",Kids' Joybees Dylan Slip-On Water Shoes,Joybees,New,2,$19.99,$39.98,,,Kids,Own used,,,4.1,,"Sofia: light blue size 4, Adam: Navy size 3",Target,https://www.target.com/p/kids-39-joybees-dylan-slip-on-water-shoes-blue-purple-4/-/A-84621391
"Thu, Oct 6, 2022",,,,,Screen Shot 2022-10-06 at 5.09.07 PM,Household Essentials,Kleenex Soothing Lotion Facial Tissue,Kleenex,New,1,$6.19,$6.19,,,Family,Own used,,,4.7,,,Target,https://www.target.com/p/kleenex-soothing-lotion-facial-tissue-4pk-60ct/-/A-78390023
"Thu, Oct 6, 2022",,,,,Screen Shot 2022-10-06 at 5.12.12 PM,School & Office Suppilies,"Five Star 3"" Sewn Zipper Binder Navy/Pink",Five Star,New,1,$25.49,$25.49,,,Sell,Waiting to sell,,,4.3,,,Target,https://www.target.com/p/five-star-3-34-sewn-zipper-binder-navy-pink/-/A-84262140
"Thu, Oct 6, 2022",,,,,Screen Shot 2022-10-06 at 5.11.55 PM,Home,Small Sewn Basket - Opalhouse™ designed with Jungalow™,Opalhouse™,New,1,$20.00,$20.00,,,Sell,Waiting to sell,,,4.9,,,Target,https://www.target.com/p/small-sewn-basket-opalhouse-8482-designed-with-jungalow-8482/-/A-83694579
"Thu, Oct 6, 2022",,,,,Screen Shot 2022-10-06 at 5.12.36 PM,Home,Sandy Modern Bowl - Threshold™,Threshold™,New,1,$25.00,$25.00,,,Home,Own used,,,4.8,,,Target,https://www.target.com/p/sandy-modern-bowl-threshold-8482/-/A-83223408
"Thu, Oct 6, 2022",,,,,Screen Shot 2022-10-06 at 5.13.50 PM,Home,Large Ceramic /Woven Planter White - Threshold,Threshold™,Mint,1,$25.00,$25.00,,,Home,Own used,,,,,Sold out in target,eBay,https://www.ebay.com/itm/175280232885
,,,,,,,,,,,,0,,,,,,,,,,,
"Fri, Oct 7, 2022",1*15,$16.24,$270.23,,IMG_1890,,,,,,,0,,,,,,,,,,,
"Fri, Oct 7, 2022",,,,,Screen Shot 2022-10-08 at 12.17.27 PM,Sports & Outdoors,Blogilates 4-Tier Weight Rack,Blogilates,Mint,1,$21.99,$21.99,,,Family,Own used,,,,,,Amazon,https://www.amazon.com/Blogilates-4-Tier-Weight-Rack/dp/B0B83ZTC8R/ref=asc_df_B0B83ZTC8R/?tag=hyprod-20&linkCode=df0&hvadid=600717053497&hvpos=&hvnetw=g&hvrand=3757519381704031808&hvpone=&hvptwo=&hvqmt=&hvdev=c&hvdvcmdl=&hvlocint=&hvlocphy=9032294&hvtargid=pla-1787946339570&psc=1
"Fri, Oct 7, 2022",,,,,IMG_0171,Home,Hello Summer Doormat - Sun Squad,Sun Squad™,New,1,$13.00,$13.00,,,Home,Own used,,,,,"Sold out in target, similar link",Target,https://www.target.com/p/1-39-6-34-x2-39-6-34-oh-hello-doormat-natural-threshold-8482/-/A-79438017#lnk=sametab
"Fri, Oct 7, 2022",,,,,Screen Shot 2022-10-08 at 2.27.53 PM,Toys,Disney Doorables Tag a Longs Stitch,Disney Doorables,New,1,$8.99,$8.99,,,Sell,Waiting to sell,,,4.9,,,Target,https://www.target.com/p/disney-doorables-tag-a-longs-stitch/-/A-82227656
"Fri, Oct 7, 2022",,,,,Screen Shot 2022-10-08 at 2.28.54 PM,Beauty,e.l.f. Ultra Precise Brow Pencil - 0.002oz,e.l.f.,New,1,$6.00,$6.00,,,Liping,Own used,,,4.5,,,Target,https://www.target.com/p/e-l-f-ultra-precise-brow-pencil-brunette-0-002oz/-/A-53436554
"Fri, Oct 7, 2022",,,,,Screen Shot 2022-10-08 at 2.30.48 PM,Home,100ml Blood Orange Amber Black Label Fiber Oil Reed Diffuser - Threshold™,Threshold™,New,1,$10.00,$10.00,,,Sell,Waiting to sell,,,4,,,Target,https://www.target.com/p/100ml-blood-orange-amber-black-label-fiber-oil-reed-diffuser-threshold-8482/-/A-82082699
"Fri, Oct 7, 2022",,,,,Screen Shot 2022-10-08 at 2.40.28 PM,Home,100ml Cedarwood Musk Black Label Fiber Oil Reed Diffuser - Threshold™,Threshold™,New,1,$10.00,$10.00,,,Sell,Waiting to sell,,,4,,,Target,https://www.target.com/p/100ml-cedarwood-musk-black-label-fiber-oil-reed-diffuser-threshold-8482/-/A-82082694
"Fri, Oct 7, 2022",,,,,Screen Shot 2022-10-08 at 2.39.04 PM,Kitchen & Dining,Modern Rim Stoneware Cake Stand Matte Sour Cream - Hearth & Hand™ with Magnolia,Hearth & Hand™,Open Box,1,$19.99,$19.99,,,Home,Own used,,,,,,Target,https://www.target.com/p/modern-rim-stoneware-cake-stand-matte-sour-cream-hearth-38-hand-8482-with-magnolia/-/A-83031989
"Fri, Oct 7, 2022",,,,,Screen Shot 2022-10-08 at 2.37.32 PM,Toys,"6Pcs Fidget Spinners, Funny Sensory Fidget Toys Deformable Robot Fingertip Toys ,Decompression Spinner,Deformable Creative Mechanical Gyro Toys",ABCPICK,New,1,$9.34,$9.34,,,Gifts,Waiting to sell,,,,,,Amazon,https://www.amazon.com/dp/B09NKRKNC5/ref=cm_sw_r_api_i_dl_6XDDRSY59RM75JDZ0ZZ3_0
"Fri, Oct 7, 2022",,,,,Screen Shot 2022-10-08 at 2.37.50 PM,"Clothing, Shoes",MLB San Francisco Giants Men's Short Sleeve T-Shirt,MLB San Francisco Giants,New,1,$17.99,$17.99,,,Sell,Waiting to sell,,,,,,Target,https://www.target.com/p/mlb-san-francisco-giants-men-39-s-short-sleeve-t-shirt-xl/-/A-84068627
"Fri, Oct 7, 2022",,,,,Screen Shot 2022-10-08 at 2.41.02 PM,Food,The Spice Lab Sumac Powder - Shaker Jar 7.5 oz Jar - Cured Ground Sumac Spice Powder - All Natural OU Kosher Non GMO Gluten Free Mediterranean – Turkish Food and Turkish Seasonings,The Spice Lab,New,1,$11.95,$11.95,,,Gifts,Waiting to sell,,,,,,Amazon,https://www.amazon.com/dp/B073X53RMB/ref=cm_sw_r_api_i_KK8XKQQ9E93YBW73N4HB_0
"Fri, Oct 7, 2022",,,,,Screen Shot 2022-10-08 at 2.53.42 PM,Home,1pc Blackout Henna Curtain Window Panel - Project 62™,Project 62™,Open Box,1,$28.00,$28.00,,,Family,Own used,,,4.3,,,Target,https://www.target.com/p/1pc-blackout-henna-curtain-window-panel-project-62/-/A-53019087?preselect=54107367#lnk=sametab
"Fri, Oct 7, 2022",,,,,IMG_0173,"Clothing, Shoes",Girls' ‘coelophysis' Graphic T-Shirt - Cat & Jack™,Cat & Jack™,New,1,$6.00,$6.00,,,Sofia,Own used,,,,,Sold out in target,Target,
"Fri, Oct 7, 2022",,,,,Screen Shot 2022-10-08 at 3.04.48 PM,"Clothing, Shoes",Washed Baseball Cap - Goodfellow & Co™,Goodfellow & Co™,New,1,$12.99,$12.99,,,Adam,Own used,,,4.5,,,Target,https://www.target.com/p/washed-baseball-cap-goodfellow-co-153/-/A-52525085?preselect=52405853#lnk=sametab
"Fri, Oct 7, 2022",,,,,Screen Shot 2022-10-08 at 3.41.08 PM,"Clothing, Shoes",Women's Apron Slip Dress - A New Day™,A New Day™,Open Box,1,$25.00,$25.00,,,Liping,Own used,,,3.7,,,Target,https://www.target.com/p/women-s-apron-slip-dress-a-new-day/-/A-84195896?preselect=83906397#lnk=sametab
"Fri, Oct 7, 2022",,,,,IMG_0174,"Clothing, Shoes",all in motions boys seamless polo,All in Motion™,New,1,$18.00,$18.00,,,Adam,Own used,,,4.8,,"Sold out in target, similar link",Target,https://www.target.com/p/boys-striped-golf-polo-shirt-all-in-motion/-/A-84130923?preselect=83808842#lnk=sametab
"Fri, Oct 7, 2022",,,,,IMG_0175,"Clothing, Shoes",Sleeveless T-Shirt Maternity Dress - Isabel Maternity by Ingrid & Isabel™,Isabel Maternity by Ingrid & Isabel™,New,1,$22.99,$22.99,,,Sofia,Own used,,,,,"Sold out in target, similar link",Target,https://www.target.com/p/sleeveless-t-shirt-maternity-dress-isabel-maternity-by-ingrid-isabel/-/A-78608940?preselect=78016035#lnk=sametab
"Fri, Oct 7, 2022",,,,,Screen Shot 2022-10-08 at 3.41.23 PM,"Clothing, Shoes",Boys' Gingham Seersucker Swim Trunks - Cat & Jack™ Blue,Cat & Jack™,Open Box,1,$13.00,$13.00,,,Adam,Own used,,,2.7,,,Target,https://www.target.com/p/boys-gingham-seersucker-swim-trunks-cat-jack-blue/-/A-84938048?preselect=84664272#lnk=sametab
"Fri, Oct 7, 2022",,,,,Screen Shot 2022-10-08 at 3.36.25 PM,"Clothing, Shoes",Girls' Uniform Ponte Jeggings - Cat & Jack™ Khaki,Cat & Jack™,Open Box,1,$15.00,$15.00,,,Sofia,Own used,,,3.9,,,Target,https://www.target.com/p/girls-uniform-ponte-jeggings-cat-jack-khaki/-/A-87043511
,,,,,,,,,,,,0,,,,,,,,,,,
"Tue, Oct 11, 2022",6*7,$45.46,$501.97,,IMG_1891,,,,,,,0,,,,,,,,,,,
"Tue, Oct 11, 2022",,,,,Screen Shot 2022-10-11 at 4.37.16 PM,Beauty,StriVectin Advanced Retinol Daily Repair Moisturizer NIA-114 SPF 30 1.7 fl oz,StriVectin,New,3,$99.00,$297.00,,,Sell,Waiting to sell,,,4.5,,Box is not opened but a little smashed,Amazon,https://www.amazon.com/StriVectin-Advanced-Retinol-Moisturizer-Spectrum/dp/B09QLVPJTB/ref=cm_cr_arp_d_product_top?ie=UTF8
"Tue, Oct 11, 2022",,,,,Screen Shot 2022-10-11 at 5.13.48 PM,Home,Magnetix Engage 6-Function Push Button Handheld Showerhead Spot-Resist Nickel - Moen,Moen,New,1,$52.99,$52.99,,,Sell,Waiting to sell,,,4.3,,,Target,https://www.target.com/p/magnetix-engage-6-function-push-button-handheld-showerhead-spot-resist-nickel-moen/-/A-78617628
"Tue, Oct 11, 2022",,,,,Screen Shot 2022-10-11 at 5.14.19 PM,Toys,Mega Construx Hot Wheels Twinduction Hauler Vehicle Pack,Mega Construx,New,1,$22.99,$22.99,,,Sell,Waiting to sell,,,4.7,,,Target,https://www.target.com/p/mega-construx-hot-wheels-twinduction-hauler-vehicle-pack/-/A-81477027?store=738&ref=tgt_adv_XS000000&AFID=google_pla_df&fndsrc=tgtao&DFA=71700000012790748&CPNG=PLA_Toys%2BShopping%7CToys_Ecomm_Hardlines&adgroup=SC_Toys&LID=700000001230728pgs&LNM=PRODUCT_GROUP&network=o&device=c&location=&targetid=pla-4585169650811789:aud-805670406&ds_rl=1246978&ds_rl=1248099&ref=tgt_adv_XS000000&AFID=bing_pla_df&CPNG=PLA_Toys%2BShopping%7CToys_Ecomm_Hardlines&adgroup=SC_Toys&LID=700000001230728pbs&network=s&device=c&querystring=Mega%20Construx%20Hot%20Wheels%20Twinduction%20Hauler%20Vehicle%20Pack&msclkid=f09b6d04a174158853500e415e4ed34b&gclid=f09b6d04a174158853500e415e4ed34b&gclsrc=3p.ds
"Tue, Oct 11, 2022",,,,,Screen Shot 2022-10-11 at 5.16.21 PM,Home,Washed Waffle Weave Duvet Cover & Sham Set - Threshold™,Threshold™,Open Box,1,$79.00,$79.00,,,Sell,Waiting to sell,,,,," New, not used - color: white, King Size",Target,https://www.target.com/p/washed-waffle-weave-duvet-cover-sham-set-threshold-153/-/A-54180522?preselect=54547877#lnk=sametab
"Tue, Oct 11, 2022",,,,,Screen Shot 2022-10-11 at 5.15.43 PM,Electronics,"Nulaxy Laptop Stand, Ergonomic Sit to Stand Laptop Holder Convertor, Adjustable Height from 2.1"" to 13.8"", Supports up to 22lbs, Compatible with MacBook, All Laptops Tablets 11-17"" - Silver",Nulaxy,New,1,$49.99,$49.99,,,Flavio,Own used,,,4.7,,,Amazon,https://www.amazon.com/Nulaxy-Ergonomic-Convertor-Adjustable-Compatible/dp/B081V4B45F/ref=rvi_sccl_8/142-5586026-9999250?pd_rd_w=NZ2uP&content-id=amzn1.sym.f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_p=f5690a4d-f2bb-45d9-9d1b-736fee412437&pf_rd_r=RGX679BCDNE1MB6E61TG&pd_rd_wg=KJIWZ&pd_rd_r=a068c160-fea2-43c1-a2c2-3419b5ff198e&pd_rd_i=B081V4B45F&th=1
,,,,,,,,,,,,0,,,,,,,,,,,
"Wed, Oct 12, 2022",4*11,$47.63,$573.30,,IMG_1892,,,,,,,0,,,,,,,,,,,
"Wed, Oct 12, 2022",,,,,Screen Shot 2022-10-12 at 11.11.28 PM,Toys,Monster Jam Official Megalodon Storm All-Terrain Remote Control Monster Truck - 1:15 Scale,Monster Jam,Mint,1,$44.99,$44.99,,,Sell,Waiting to sell,,,4.0,,"Not opened, but box is broken",Target,https://www.target.com/p/monster-jam-official-megalodon-storm-all-terrain-remote-control-monster-truck-1-15-scale/-/A-79391217
"Wed, Oct 12, 2022",,,,,Screen Shot 2022-10-12 at 11.16.13 PM,Toys,LEGO Spidey Hulk vs. Rhino Truck Showdown 10782 Building Set,LEGO,New,1,$16.89,$16.89,,,Sell,Waiting to sell,,,4.8,,,Target,https://www.target.com/p/lego-spidey-hulk-vs-rhino-truck-showdown-10782-building-set/-/A-83345665
"Wed, Oct 12, 2022",,,,,Screen Shot 2022-10-12 at 11.16.49 PM,Health,FUTURO Comfort Stabilizing Back Support,FUTURO,New,1,$36.49,$36.49,,,Liping,Own used,,,4.3,,,Target,https://www.target.com/p/futuro-comfort-stabilizing-back-support-s-m/-/A-75663979
"Wed, Oct 12, 2022",,,,,Screen Shot 2022-10-12 at 11.42.48 PM,"Clothing, Shoes",Speedo Junior Surfwalker Water Shoes,Speedo,New,1,$21.99,$21.99,,,Adam,Own used,,,,,,Target,https://www.target.com/p/speedo-junior-surfwalker-water-shoes-4-5/-/A-83209052
"Wed, Oct 12, 2022",,,,,Screen Shot 2022-10-12 at 11.45.31 PM,"Clothing, Shoes",Speedo Junior Surf Strider Water Shoes,Speedo,New,1,$32.99,$32.99,,,Sofia,Own used,,,,,,Target,https://www.target.com/p/speedo-junior-surf-strider-water-shoes-4-5/-/A-83209045
"Wed, Oct 12, 2022",,,,,Screen Shot 2022-10-12 at 11.47.26 PM,Home,Linen Blend Duvet Set - Hearth & Hand™ with Magnolia - Full/Queen size,Hearth & Hand™,New,1,$79.99,$79.99,,,Sell,Waiting to sell,,,3.8,,,Target,https://www.target.com/p/3pc-full-queen-linen-blend-duvet-set-jet-gray-hearth-38-hand-8482-with-magnolia/-/A-83030392
"Wed, Oct 12, 2022",,,,,Screen Shot 2022-09-28 at 3.52.15 PM,Toys,F.A.O Schwarz Roller Coaster Building Set 736pc,FAO Schwarz,New,1,$39.99,$39.99,,,Adam,Waiting to sell,,,4,,,Target,https://www.target.com/p/fao-schwarz-roller-coaster-building-set-736pc/-/A-85402858?ref=tgt_adv_XS000000&AFID=google_pla_df&fndsrc=tgtao&DFA=71700000012790748&CPNG=PLA_Toys%2BShopping%7CToys_Ecomm_Hardlines&adgroup=SC_Toys&LID=700000001230728pgs&LNM=PRODUCT_GROUP&network=o&device=c&location=&targetid=pla-4585169650811789:aud-805670406&ds_rl=1246978&ds_rl=1248099&ref=tgt_adv_XS000000&AFID=bing_pla_df&CPNG=PLA_Toys%2BShopping%7CToys_Ecomm_Hardlines&adgroup=SC_Toys&LID=700000001230728pbs&network=s&device=c&querystring=fao%20schwarz%20build%20a%20coaster&msclkid=ec68d3fec12414f05412b0ca0ed1770e&gclid=ec68d3fec12414f05412b0ca0ed1770e&gclsrc=3p.ds
"Wed, Oct 12, 2022",,,,,Screen Shot 2022-10-13 at 12.14.41 AM,Home,3pc Full/Queen Stripe with Chambray Backing Duvet & Sham Set Faded Blue - Queen size,Hearth & Hand™,New,1,$69.99,$69.99,,,Sell,Waiting to sell,,,2.7,,"Sold out in target, queen size",eBay,https://www.ebay.com/itm/185542096980?_trkparms=amclksrc%3DITM%26aid%3D1110006%26algo%3DHOMESPLICE.SIM%26ao%3D1%26asc%3D242463%26meid%3Dad6b9f57ad8c43a6b095b4c7158c8665%26pid%3D101195%26rk%3D5%26rkt%3D12%26sd%3D125525059984%26itm%3D185542096980%26pmt%3D1%26noa%3D0%26pg%3D2047675%26algv%3DSimplAMLv11WebTrimmedV3MskuAspectsV202110NoVariantSeedKnnRecallV1%26brand%3DHearth+%26+Hand+with+Magnolia&_trksid=p2047675.c101195.m1851&amdata=cksum%3A185542096980ad6b9f57ad8c43a6b095b4c7158c8665%7Cenc%3AAQAHAAABMMFr2e4EmAnM%252ByHZkULYKDIJ4L66fOjNL0iupgt%252BzO1%252F3AE1t3mNirUYB96NktMCicMagiS6mbeTl0xquGODv9l03sGBlH9fqzh1GNqpSn1Fg%252FKmhrTeLsuHPXkqsNgZSwtf8OXHCSRO2G0nsp3TwZX3M7H%252FR9CAvbj94wkCZ27Tvo3vJvyS3OdrjQHTJxqObuTyABGHPDxtvOjyBdxG%252BMJCB1LcG7zdNLhYZp6MADvkueNsb6oAKypCyAqYc2raOuzAqmwThKsnKqGkK5I3t8wMyxEXv0oxyP%252BnstHNHgY3LvLR%252F1yI64gdBQWb%252F%252F9wzWQl5JcFIQij2WCywRFILRn5OcsxJmjEBzF9lHrSUOieMZmUsSHRMDbIqyl6G09HGWdTH8FXTSmSxFot2tgO66I%253D%7Campid%3APL_CLK%7Cclp%3A2047675&epid=19044244375
"Wed, Oct 12, 2022",,,,,Screen Shot 2022-10-13 at 12.14.41 AM,Home,3pc Full/Queen Stripe with Chambray Backing Duvet & Sham Set Faded Blue - King size,Hearth & Hand™,New,1,$79.99,$79.99,,,Sell,Waiting to sell,,,,,"Sold out in target, similar link, King size, without tag",eBay,https://www.ebay.com/itm/363921923597?hash=item54bb6fde0d:g:t3sAAOSw1UBi3~q5&amdata=enc%3AAQAHAAABEIUrey9TXSuRxvvVRBZtmcdx%2FRxeBCLS10jdAOjYvIv0aLnXxydkFHLinvrgZFoEKSTLCFpTz1Qvl9whquG9TZQkStfAxq%2BxP9iiRHUkWn021yOSfVTkO5wlgJW2yXpH1FSxtIt7EUVirLAL1I8vsr5977wV3DuuOrN1c0ePLfQVfAkoqTCV8G1GbR65WkBrZVDewDlWwJQFDUh01kFSVQs4kjIC4vTIWhKHqNj9zuZIqK%2FamD05DrAIREk8aRyxhSWUxOs2xYzbcy%2BjkoJMnYgiPpjKrq0f3qUfTvLAj%2Fgubd6PTRksBgZA0rd4LFtwECZMHiNVH2cpNQdBJFPH85wQU1%2BgrQox32Ezj2wAZMoV%7Ctkp%3ABFBMvL6Ag_pg
"Wed, Oct 12, 2022",,,,,Screen Shot 2022-10-13 at 12.29.39 AM,Home,Stripe with Chambray Backing Comforter & Sham Set - Hearth & Hand™ with Magnolia,Hearth & Hand™,New,1,$99.99,$99.99,,,Sell,Waiting to sell,,,2.8,,,Target,https://www.target.com/p/stripe-with-chambray-backing-comforter-sham-set-hearth-hand-with-magnolia/-/A-81250413?preselect=80178803#lnk=sametab
"Wed, Oct 12, 2022",,,,,Screen Shot 2022-10-13 at 12.24.39 AM,Sports & Outdoors,Pop Up Umbrella/Shelter - Blue - Sun Squad™,Sun Squad™,Open Box,1,$50.00,$50.00,,,Family,Own used,,,3.9,,,Target,https://www.target.com/p/pop-up-umbrella-shelter-blue-sun-squad-8482/-/A-82852973#lnk=sametab
,,,,,,,,,,,,0,,,,,,,,,,,
"Thu, Oct 13, 2022",2*6,$12.82,$213.92,,IMG_1894,,,,,,,0,,,,,,,,,,,
"Thu, Oct 13, 2022",,,,,Screen Shot 2022-10-14 at 12.04.23 AM,Home,"Ticking Stripe Indoor/Outdoor Throw Pillow - Hearth & Hand™ with Magnolia, 24”x24”",Hearth & Hand™,New,1,$24.99,$24.99,,,Family,Own used,,,,,Sold out in target,Others,https://www.mercari.com/us/item/m89806795125/?gclsrc=aw.ds&&utm_source=google&utm_medium=cpc&utm_campaign=17392666766&utm_content=t0&adgroup=140295475427&network=g&device=c&merchant_id=366260134&product_id=m89806795125&product_id=1661716620629&gclid=CjwKCAjw7p6aBhBiEiwA83fGuueWC62Ebin7ogt6QgvpuBQDfJmjldcg3141nft43w8UEPqUbh-VKxoC-c0QAvD_BwE
"Thu, Oct 13, 2022",,,,,Screen Shot 2022-10-14 at 12.10.18 AM,Home,Woven Striped Throw Pillow - Threshold™ designed with Studio McGee,Threshold™,New,1,$22.00,$22.00,,,Family,Own used,,,4.3,,,Target,https://www.target.com/p/woven-striped-throw-pillow-threshold-designed-with-studio-mcgee/-/A-83793620
"Thu, Oct 13, 2022",,,,,Screen Shot 2022-10-14 at 12.17.39 AM,Kitchen & Dining,Hefty 12.4gal Premium Step Trash Can Black,Hefty,New,1,$40.99,$40.99,,,Sell,Waiting to sell,,,4,,,Target,https://www.target.com/p/hefty-12-4gal-premium-step-trash-can-black/-/A-75575212
"Thu, Oct 13, 2022",,,,,Screen Shot 2022-10-14 at 12.23.04 AM,Personal Care,Bausch + Lomb Boston Advance Conditioning Contact Lens Solution - 3.5 fl oz,Bausch + Lomb,New,4,$9.99,$39.96,,,Sell,Waiting to sell,2025-04-01,,4.8,,,Target,https://www.target.com/p/bausch-lomb-boston-advance-conditioning-contact-lens-solution-3-5-fl-oz/-/A-11053270
"Thu, Oct 13, 2022",,,,,Screen Shot 2022-10-14 at 12.36.46 AM,Sports & Outdoors,Beyond Outdoors Standard Volleyball/Badminton Set,Beyond Outdoors,Open Box,1,$59.99,$59.99,,,Family,Own used,,,2.2,,Net Stick and a small volleyball missing,Target,https://www.target.com/p/beyond-outdoors-standard-volleyball-badminton-set/-/A-78176130#lnk=sametab
"Thu, Oct 13, 2022",,,,,Screen Shot 2022-10-14 at 12.37.14 AM,Sports & Outdoors,"AK KYC Inflatable Punching Bag for Kids ,Free Standing Punching Bag Boxing Bag Fitness Punching Bag for Karate Taekwondo Kick and Hits Training - 63 inch Home Training Equipment",AK KYC,New,1,$25.99,$25.99,,,Kids,Waiting to sell,,,3.7,,,Amazon,https://www.amazon.com/dp/B08V5CDHQQ/ref=cm_sw_r_api_i_J35D5NE27X0VYDPP6D5A_0?th=1
,,,,,,,,,,,,0,,,,,,,,,,,
"Fri, Oct 14, 2022",1*11,$11.91,$261.76,,IMG_1895,,,,,,,0,,,,,,,,,,,
"Fri, Oct 14, 2022",,,,,Screen Shot 2022-10-15 at 2.49.27 PM,Health,"ClinicalGuard CMS-50DL Fingertip Pulse Oximeter Blood Oxygen Saturation and Heart Rate Monitor with Batteries, Soft Case, Silicon Cover, Lanyard",ClinicalGuard,New,4,$28.24,$112.96,,,Sell,Waiting to sell,,,4.5,,,Amazon,https://www.amazon.com/dp/B004BJT9OE/ref=cm_sw_r_api_i_DQNYP5BGPCFRJ2394EF4_0
"Fri, Oct 14, 2022",,,,,Screen Shot 2022-10-15 at 2.52.36 PM,Health,"Amazon Basic Care Nasal Allergy Relief Fluticasone Propionate (Glucocorticoid) 50 mcg Spray, Full Prescription Strength, Non-Drowsy, 0.54 Fl Oz",Amazon Basic Care,New,1,$19.13,$19.13,,,Liping,Own used,2022-12-01,,4.7,,,Amazon,https://www.amazon.com/dp/B079HXPVGV/ref=cm_sw_r_api_i_JK9NK8CDEXY77WNDYANR_0
